seq,time_stamp,frame_id,pos_x,pos_y,pos_z,roll_x,pitch_y,yaw_z
20,1661136596965555021,rgb_camera_link,0.14490092118929807,0.4966248525281315,2.1761698722839355,-3.1121077929037027,-0.2548655056514851,3.0847731208861564
21,1661136597429505504,rgb_camera_link,0.1440906929011244,0.48972725402311135,2.1569972038269043,-2.4730572818049037,0.1497542756773831,-3.0477382577151513
seq,time_stamp,frame_id,pos_x,pos_y,pos_z,roll_x,pitch_y,yaw_z
22,1661136623389929337,rgb_camera_link,0.14375997652958813,0.4862710786958103,2.147520065307617,-2.490899547542443,0.18719289640734005,-3.024320865766297
23,1661136623489945156,rgb_camera_link,0.14376335909317914,0.487665946592844,2.151442050933838,-2.4484879091838967,0.13435265349459827,-3.048035708803295
24,1661136623553976934,rgb_camera_link,0.14389214982937756,0.48899891506627846,2.1553492546081543,-2.4789712321190733,0.15208586765502685,-3.0411347853113506
25,1661136623689929681,rgb_camera_link,0.14403137137841168,0.48890423308805275,2.1549324989318848,-2.5007626348608083,0.17493735797830795,-3.0359025037391247
26,1661136623753948430,rgb_camera_link,0.1438583837981123,0.48845597635701943,2.1524689197540283,-2.3582317137830406,0.12428578549751942,-3.0374247836335035
27,1661136624421877397,rgb_camera_link,0.14358508160065594,0.4868945134778385,2.149467945098877,-2.4768162239169853,0.15303634793059684,-3.034441703906405
28,1661136624717985329,rgb_camera_link,0.14431845714997235,0.49055689107374,2.155766725540161,-2.364277897583613,0.12853247055708142,-3.022633134080588
29,1661136624817954230,rgb_camera_link,0.14340301921318951,0.4839549614091282,2.13712215423584,-2.3067155997816817,0.12135442685905909,-3.003879932569919
30,1661136625749965751,rgb_camera_link,0.14353875389050427,0.48810302745298195,2.151174545288086,-2.361243995720131,0.12233172882592817,-3.025034762228583
31,1661136625817979387,rgb_camera_link,0.14413874914597455,0.49082079063848305,2.1561570167541504,-2.359088935046473,0.16983276713109471,-2.9974350524917384
32,1661136625885952666,rgb_camera_link,0.14461516907166425,0.4958783937592869,2.1736676692962646,-3.1343989071343596,-0.22921560992551304,3.097281930973669
33,1661136625985990596,rgb_camera_link,0.14420575966786328,0.4923189235825901,2.1642487049102783,-3.1171623907105666,-0.2713314618769128,3.0944051697280712
34,1661136626086028575,rgb_camera_link,0.14439620395850125,0.4919211817880039,2.1632184982299805,-2.4756876575719358,0.12565314313102724,-3.069354829720219
35,1661136626150007167,rgb_camera_link,0.14421501328896466,0.493125285019434,2.1660444736480713,3.136393364441684,-0.22739366191118754,3.102597327864691
36,1661136626217962714,rgb_camera_link,0.14432677944849912,0.49102207552388955,2.160701274871826,-2.4970559019112044,0.16783504546761502,-3.0448349161208217
37,1661136626249937827,rgb_camera_link,0.14386401643704358,0.48934694658712197,2.1552395820617676,-3.1133489729759893,-0.2967118035132648,3.091610903678432
38,1661136626449958505,rgb_camera_link,0.1439845742816824,0.48822414409116555,2.1512389183044434,-2.4238108571117123,0.18882978703725883,-3.0064562721461234
39,1661136626481940585,rgb_camera_link,0.14390836229275647,0.49021589290098,2.158536911010742,-2.4726812322118774,0.13211286483308832,-3.0497356895169503
40,1661136626517948041,rgb_camera_link,0.14459362944315854,0.4924112213750248,2.165020704269409,-2.5020058140160337,0.17258167461801946,-3.0459665999637884
41,1661136627081972688,rgb_camera_link,0.1440574782128233,0.4900742424626713,2.1584086418151855,-2.4434176252932063,0.12866738989486315,-3.0523064915135776
42,1661136627314006854,rgb_camera_link,0.14467577954482022,0.49467154871419716,2.170422077178955,-3.1185553411060165,-0.25458205453243793,3.086206698022064
43,1661136627414025235,rgb_camera_link,0.14439238181065503,0.4941904200215702,2.169079303741455,3.133794911953153,-0.22155947805629322,3.1024312803589438
44,1661136627714007324,rgb_camera_link,0.14390252103756848,0.4903606725831394,2.1569089889526367,-2.3953780736322687,0.13143332025906285,-3.0334065288065886
45,1661136628013979013,rgb_camera_link,0.14401234259556714,0.4872093750138645,2.1503334045410156,-2.4765324280175576,0.179320112747213,-3.034290384081342
46,1661136628045964034,rgb_camera_link,0.1446438687081236,0.494260664095438,2.170088768005371,-2.4737699131746336,0.11324680701459423,-3.0750396705961243
47,1661136628181996403,rgb_camera_link,0.144116337799539,0.48903110157445717,2.152945041656494,-2.3988109869194756,0.09744488671801593,-3.0537800806774404
48,1661136628513967369,rgb_camera_link,0.14367954751204434,0.48496725689367104,2.1417860984802246,-2.3708276131604826,0.1119534774210802,-3.0297384388750133
49,1661136628914028621,rgb_camera_link,0.1443595098490614,0.48994060884908486,2.1545722484588623,3.058454263078652,-0.21868135843717332,3.119260204913896
50,1661136629046050633,rgb_camera_link,0.14443065544318143,0.49185525905088234,2.1631979942321777,-2.476063729808624,0.14392768035253606,-3.057988457016765
51,1661136629409939601,rgb_camera_link,0.14420168420027676,0.4893258465428715,2.1559417247772217,-2.4789869091350094,0.17250780874760188,-3.037458445705104
52,1661136629977996383,rgb_camera_link,0.14432449212025586,0.48897376190618325,2.151646137237549,-2.346879978278595,0.15621504857696447,-3.0101901765392722
53,1661136630141993853,rgb_camera_link,0.1441611232395071,0.492530847897089,2.164879322052002,-2.4830336774792268,0.11330778117525345,-3.0647734764164634
54,1661136630177999841,rgb_camera_link,0.14395322968911115,0.48925184737638283,2.154074192047119,-2.3831927843807623,0.13822942113468187,-3.0329752214395445
55,1661136631042048871,rgb_camera_link,0.14392515590142194,0.4872583700318699,2.1504154205322266,-2.476833693911572,0.16588600520556454,-3.038800275483228
56,1661136631109971785,rgb_camera_link,0.1444728480811018,0.49381082784131813,2.1678781509399414,-3.1146546091995684,-0.26271206523014123,3.0894030532691126
57,1661136631174009501,rgb_camera_link,0.14368080666016522,0.4859605682988529,2.147709846496582,-2.4422966443121497,0.13215529112116964,-3.0494293176048815
58,1661136631210021352,rgb_camera_link,0.1446937577958006,0.4945094240804081,2.17098331451416,-2.468231670242344,0.11669021249521339,-3.072083253359847
59,1661136631474099076,rgb_camera_link,0.14451630731772366,0.4925243807931309,2.16526460647583,-2.477664928059397,0.13997967677771586,-3.060593279460223
60,1661136631510027702,rgb_camera_link,0.14480818381260815,0.49553161393598366,2.1728734970092773,-3.1255236203592753,-0.2375079208049648,3.0866105423834562
61,1661136631642011955,rgb_camera_link,0.14402991851519528,0.4884032262463932,2.153452157974243,-2.481443341661934,0.16518504098458822,-3.0405530676785624
62,1661136631806031104,rgb_camera_link,0.1448804767961401,0.4960837913651829,2.1743483543395996,3.138335482235061,-0.2199197511502531,3.089128964477073
63,1661136632174059344,rgb_camera_link,0.14393772503088895,0.4898266149659519,2.1573028564453125,-2.4565687363624127,0.11029106154487267,-3.065413631836887
64,1661136632242019601,rgb_camera_link,0.1438959645266432,0.4877558303971653,2.147625684738159,-2.3249624618309186,0.12096114221125694,-3.0172534991444273
seq,time_stamp,frame_id,pos_x,pos_y,pos_z,roll_x,pitch_y,yaw_z
5836,1661155043966978190,rgb_camera_link,0.12373418679188672,0.023801795204437263,1.6193668842315674,-2.843881288558726,-0.050978937232158114,0.6480393206481857
5837,1661155044003016494,rgb_camera_link,0.12373650392245236,0.023713364263332374,1.6194708347320557,-2.842524567990316,-0.033861428640348426,0.6514109634964801
5838,1661155044199010373,rgb_camera_link,0.12370573302458707,0.023706368168151862,1.6177268028259277,-2.8275400650591505,-0.0435140874273718,0.6502246470922428
5839,1661155044466972492,rgb_camera_link,0.12357191314648572,0.023688315411365516,1.617425799369812,-2.8308549715860187,-0.04137865824772912,0.6479281325889434
5840,1661155044498973356,rgb_camera_link,0.12359970381211224,0.02371996547774125,1.6170955896377563,-2.817424226758754,-0.036385099749303644,0.6506147704029478
5841,1661155044534998697,rgb_camera_link,0.12373240610312405,0.023675194938934333,1.6112453937530518,-2.77077559178879,-0.023558558314736324,0.6390847952528111
5842,1661155044735029942,rgb_camera_link,0.12361526807497922,0.023738480170524604,1.6172876358032227,-2.8370208975189883,-0.04154376400352696,0.6493557070853726
5843,1661155044766956403,rgb_camera_link,0.1234002219672102,0.023982035924947746,1.613542079925537,-2.856899742133415,0.029693903720553548,0.6618875483554515
5844,1661155044798928822,rgb_camera_link,0.12356730123709622,0.024098179300582893,1.6160869598388672,-2.8503705020162267,0.0198146704404177,0.6623489468158776
5845,1661155044866956201,rgb_camera_link,0.12341894527625027,0.023833173324621208,1.6125969886779785,-2.854781515787571,0.040995285702088345,0.6646578466367429
5846,1661155044898953975,rgb_camera_link,0.12345064004610959,0.024147554298198707,1.615666151046753,-2.852533352667788,0.017266189788835564,0.6579825934965027
5847,1661155044931029470,rgb_camera_link,0.12359503974865857,0.023620991965091712,1.6163973808288574,-2.818300933809785,-0.0272865530058832,0.653127555065838
5848,1661155044967066978,rgb_camera_link,0.12370737960289899,0.023781134744441993,1.617971420288086,-2.8190820290103216,-0.047375607883467806,0.6493659018736591
5849,1661155045031005901,rgb_camera_link,0.12344711592148724,0.023932288398302085,1.6134912967681885,-2.8478960804823736,0.046678834814741686,0.6673149784641008
5850,1661155045067001108,rgb_camera_link,0.12371919622372571,0.02373972814277459,1.6192158460617065,-2.836418728910268,-0.04298703227507931,0.6488522982956819
5851,1661155045099037937,rgb_camera_link,0.12348301281880322,0.02397374342874337,1.6141953468322754,-2.851338843033815,0.03568413790254245,0.6636711314597552
5852,1661155045166999469,rgb_camera_link,0.12370076348732892,0.02385564800099183,1.6193814277648926,-2.821636432559365,-0.053172199626711554,0.6457023512053119
5853,1661155045199022306,rgb_camera_link,0.12371430864285413,0.023891135116374976,1.6200387477874756,-2.824857074053719,-0.04834009119986382,0.6475069667399921
5854,1661155045331023270,rgb_camera_link,0.12368399968098584,0.02371349464849282,1.6186447143554688,-2.8312512915437273,-0.02887626367916553,0.6530738575909015
5855,1661155045366979814,rgb_camera_link,0.12371176799487058,0.023722267707145698,1.6193491220474243,-2.847098683292177,-0.04129125213905175,0.6501563919691511
5856,1661155045399059381,rgb_camera_link,0.12375130822609845,0.023803274144685752,1.619246244430542,-2.8339832166088583,-0.0426769551899544,0.6508119161110444
5857,1661155045499001804,rgb_camera_link,0.12336828877877179,0.023845537563121803,1.6120502948760986,-2.849662668200855,0.03829682569227862,0.6636983386895101
5858,1661155045531020511,rgb_camera_link,0.12375598719071332,0.023738085289752967,1.6199334859848022,-2.835643221502436,-0.03656362555953088,0.6509268765977736
5859,1661155045630967975,rgb_camera_link,0.12368810495089474,0.023746884425437934,1.6182336807250977,-2.8288535390034966,-0.04384115889569679,0.6497057408314305
5860,1661155045762960885,rgb_camera_link,0.12343506088208142,0.02386329974726487,1.6129086017608643,-2.858187419081952,0.031916628378119885,0.6620330372234767
5861,1661155045798959207,rgb_camera_link,0.1237196879620451,0.02380773331717301,1.6195216178894043,-2.8200045747632343,-0.03827378890664016,0.6510187237549163
